,RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
1354,b'd07137',b'DABIGATRAN',1.0,81.0,82.0,283.0,,,,,,,,,,81.0,82.0,283.0,,,,,,,,,,,,,,,,b'COAGULATION MODIFIERS',b'ANTICOAGULANTS',b'THROMBIN INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'COAGULATION MODIFIERS',b'ANTICOAGULANTS',b'THROMBIN INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1355,b'd07162',b'FESOTERODINE',1.0,113.0,264.0,,,,,,,,,,,113.0,264.0,,,,,,,,,,,,,,,,,b'GENITOURINARY TRACT AGENTS',b'URINARY ANTISPASMODICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GENITOURINARY TRACT AGENTS',b'URINARY ANTISPASMODICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1356,b'd07298',b'DIFLUPREDNATE OPHTHALMIC',1.0,133.0,147.0,165.0,,,,,,,,,,133.0,147.0,165.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1357,b'd07300',b'CHLOPHEDIANOL; DEXCHLORPHENIRAMINE; PSE',2.0,122.0,132.0,,,,,,,,,,,122.0,123.0,,122.0,124.0,,122.0,127.0,,,,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1358,b'd07349',b'LACOSAMIDE',1.0,57.0,64.0,204.0,,,,,,,,,,57.0,64.0,204.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'MISCELLANEOUS ANTICONVULSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'MISCELLANEOUS ANTICONVULSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1359,b'd07351',b'CARBETAPENTANE; PSEUDOEPHEDRINE; PYRILAMINE',2.0,122.0,132.0,,,,,,,,,,,57.0,67.0,70.0,122.0,123.0,,122.0,124.0,,122.0,127.0,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'","b'MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS'",b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'',b'',b'',b'',b'',b''
1360,b'd07354',b'SILODOSIN',1.0,40.0,43.0,,,,,,,,,,,40.0,43.0,,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',"b'ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',"b'ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1361,b'd07356',b'RIVAROXABAN',1.0,81.0,82.0,285.0,,,,,,,,,,81.0,82.0,285.0,,,,,,,,,,,,,,,,b'COAGULATION MODIFIERS',b'ANTICOAGULANTS',b'FACTOR XA INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'COAGULATION MODIFIERS',b'ANTICOAGULANTS',b'FACTOR XA INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1362,b'd07371',b'FENOFIBRIC ACID',1.0,358.0,19.0,241.0,,,,,,,,,,358.0,19.0,241.0,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIHYPERLIPIDEMIC AGENTS',b'FIBRIC ACID DERIVATIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIHYPERLIPIDEMIC AGENTS',b'FIBRIC ACID DERIVATIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1363,b'd07374',b'BIMATOPROST TOPICAL OPHTHALMIC',1.0,133.0,136.0,140.0,,,,,,,,,,133.0,136.0,140.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'MISCELLANEOUS TOPICAL AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'MISCELLANEOUS TOPICAL AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1364,b'd07382',b'ADAPALENE; BENZOYL PEROXIDE TOPICAL',2.0,133.0,136.0,143.0,,,,,,,,,,133.0,136.0,143.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ACNE AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ACNE AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1365,b'd07395',b'DEXLANSOPRAZOLE',1.0,87.0,272.0,,,,,,,,,,,87.0,272.0,,,,,,,,,,,,,,,,,b'GASTROINTESTINAL AGENTS',b'PROTON PUMP INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GASTROINTESTINAL AGENTS',b'PROTON PUMP INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1366,b'd07396',b'USTEKINUMAB',1.0,254.0,104.0,443.0,,,,,,,,,,254.0,104.0,443.0,,,,,,,,,,,,,,,,b'IMMUNOLOGIC AGENTS',b'IMMUNOSUPPRESSIVE AGENTS',b'INTERLEUKIN INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'IMMUNOLOGIC AGENTS',b'IMMUNOSUPPRESSIVE AGENTS',b'INTERLEUKIN INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1367,b'd07397',b'FEBUXOSTAT',1.0,358.0,289.0,,,,,,,,,,,358.0,289.0,,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIHYPERURICEMIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIHYPERURICEMIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1368,b'd07409',b'PRASUGREL',1.0,81.0,83.0,211.0,,,,,,,,,,81.0,83.0,211.0,,,,,,,,,,,,,,,,b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'COAGULATION MODIFIERS',b'ANTIPLATELET AGENTS',b'PLATELET AGGREGATION INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1369,b'd07435',b'GOLIMUMAB',1.0,254.0,104.0,442.0,,,,,,,,,,254.0,104.0,442.0,,,,,,,,,,,,,,,,b'IMMUNOLOGIC AGENTS',b'IMMUNOSUPPRESSIVE AGENTS',b'TNF ALPHA INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'IMMUNOLOGIC AGENTS',b'IMMUNOSUPPRESSIVE AGENTS',b'TNF ALPHA INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1370,b'd07440',b'AMLODIPINE; HYDROCHLOROTHIAZIDE; VALSARTAN',2.0,40.0,55.0,470.0,,,,,,,,,,40.0,48.0,,40.0,49.0,156.0,40.0,56.0,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIHYPERTENSIVE COMBINATIONS',b'MISCELLANEOUS ANTIHYPERTENSIVE COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'CALCIUM CHANNEL BLOCKING AGENTS',b'',b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN II INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1371,b'd07441',b'ILOPERIDONE',1.0,242.0,251.0,341.0,,,,,,,,,,242.0,251.0,341.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'ATYPICAL ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'ATYPICAL ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1372,b'd07448',b'BESIFLOXACIN OPHTHALMIC',1.0,133.0,147.0,163.0,,,,,,,,,,133.0,147.0,163.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1373,b'd07453',b'TAPENTADOL',1.0,57.0,58.0,60.0,,,,,,,,,,57.0,58.0,60.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1374,b'd07458',b'DRONEDARONE',1.0,40.0,46.0,387.0,,,,,,,,,,40.0,46.0,387.0,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIARRHYTHMIC AGENTS',b'GROUP III ANTIARRHYTHMICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANTIARRHYTHMIC AGENTS',b'GROUP III ANTIARRHYTHMICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1375,b'd07466',b'LIRAGLUTIDE',1.0,358.0,99.0,373.0,,,,,,,,,,358.0,99.0,373.0,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'GLP-1 RECEPTOR AGONISTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'GLP-1 RECEPTOR AGONISTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1376,b'd07467',b'SAXAGLIPTIN',1.0,358.0,99.0,371.0,,,,,,,,,,358.0,99.0,371.0,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'DIPEPTIDYL PEPTIDASE 4 INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'DIPEPTIDYL PEPTIDASE 4 INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1377,b'd07473',b'ASENAPINE',1.0,242.0,251.0,341.0,,,,,,,,,,242.0,251.0,341.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'ATYPICAL ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'ATYPICAL ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1378,b'd07478',b'TAFLUPROST OPHTHALMIC',1.0,133.0,147.0,164.0,,,,,,,,,,133.0,147.0,164.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC GLAUCOMA AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC GLAUCOMA AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1379,b'd07482',b'BEPOTASTINE OPHTHALMIC',1.0,133.0,147.0,267.0,,,,,,,,,,133.0,147.0,267.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1380,b'd07486',b'ALISKIREN; VALSARTAN',2.0,40.0,55.0,470.0,,,,,,,,,,40.0,56.0,,40.0,342.0,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIHYPERTENSIVE COMBINATIONS',b'MISCELLANEOUS ANTIHYPERTENSIVE COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN II INHIBITORS',b'',b'CARDIOVASCULAR AGENTS',b'RENIN INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1381,b'd07498',b'AMLODIPINE; TELMISARTAN',2.0,40.0,55.0,479.0,,,,,,,,,,40.0,48.0,,40.0,56.0,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIHYPERTENSIVE COMBINATIONS',b'ANGIOTENSIN II INHIBITORS WITH CALCIUM CHANNEL BLOCKERS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'CALCIUM CHANNEL BLOCKING AGENTS',b'',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN II INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1382,b'd07499',b'PAZOPANIB',1.0,20.0,402.0,,,,,,,,,,,20.0,402.0,,,,,,,,,,,,,,,,,b'ANTINEOPLASTICS',b'VEGF/VEGFR  INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTINEOPLASTICS',b'VEGF/VEGFR  INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1383,b'd07533',b'AMLODIPINE; PERINDOPRIL',2.0,40.0,55.0,476.0,,,,,,,,,,40.0,42.0,,40.0,48.0,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIHYPERTENSIVE COMBINATIONS',b'ACE INHIBITORS WITH CALCIUM CHANNEL BLOCKING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS',b'',b'CARDIOVASCULAR AGENTS',b'CALCIUM CHANNEL BLOCKING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1384,b'd07546',b'DALFAMPRIDINE',1.0,57.0,80.0,,,,,,,,,,,57.0,80.0,,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1385,b'd07631',b'ESOMEPRAZOLE; NAPROXEN',2.0,57.0,58.0,61.0,,,,,,,,,,57.0,58.0,61.0,87.0,272.0,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NONSTEROIDAL ANTI-INFLAMMATORY AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NONSTEROIDAL ANTI-INFLAMMATORY AGENTS',b'GASTROINTESTINAL AGENTS',b'PROTON PUMP INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1386,b'd07634',b'DUTASTERIDE; TAMSULOSIN',2.0,40.0,43.0,,97.0,288.0,,,,,,,,40.0,43.0,,97.0,288.0,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',"b'ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING'",b'',b'HORMONES/HORMONE MODIFIERS',b'5-ALPHA-REDUCTASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',"b'ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING'",b'',b'HORMONES/HORMONE MODIFIERS',b'5-ALPHA-REDUCTASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1387,b'd07637',b'PITAVASTATIN',1.0,358.0,19.0,173.0,,,,,,,,,,358.0,19.0,173.0,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIHYPERLIPIDEMIC AGENTS',b'HMG-COA REDUCTASE INHIBITORS (STATINS)',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIHYPERLIPIDEMIC AGENTS',b'HMG-COA REDUCTASE INHIBITORS (STATINS)',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1388,b'd07638',b'SIPULEUCEL-T',1.0,254.0,437.0,440.0,,,,,,,,,,254.0,437.0,440.0,,,,,,,,,,,,,,,,b'IMMUNOLOGIC AGENTS',b'IMMUNOSTIMULANTS',b'THERAPEUTIC VACCINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'IMMUNOLOGIC AGENTS',b'IMMUNOSTIMULANTS',b'THERAPEUTIC VACCINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1389,b'd07640',b'DENOSUMAB',1.0,358.0,409.0,415.0,,,,,,,,,,358.0,409.0,415.0,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'BONE RESORPTION INHIBITORS',b'MISCELLANEOUS BONE RESORPTION INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'BONE RESORPTION INHIBITORS',b'MISCELLANEOUS BONE RESORPTION INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1390,b'd07645',b'ONABOTULINUMTOXINA',1.0,57.0,73.0,178.0,,,,,,,,,,57.0,73.0,178.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'MUSCLE RELAXANTS',b'SKELETAL MUSCLE RELAXANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'MUSCLE RELAXANTS',b'SKELETAL MUSCLE RELAXANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1391,b'd07651',b'INDACATEROL',1.0,122.0,125.0,180.0,,,,,,,,,,122.0,125.0,180.0,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'BRONCHODILATORS',b'ADRENERGIC BRONCHODILATORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'BRONCHODILATORS',b'ADRENERGIC BRONCHODILATORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1392,b'd07660',b'FORMOTEROL; MOMETASONE',2.0,122.0,125.0,181.0,,,,,,,,,,122.0,125.0,180.0,122.0,130.0,296.0,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'BRONCHODILATORS',b'BRONCHODILATOR COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'BRONCHODILATORS',b'ADRENERGIC BRONCHODILATORS',b'RESPIRATORY AGENTS',b'RESPIRATORY INHALANT PRODUCTS',b'INHALED CORTICOSTEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1393,b'd07668',b'AMLODIPINE; HYDROCHLOROTHIAZIDE; OLMESARTAN',2.0,40.0,55.0,470.0,,,,,,,,,,40.0,48.0,,40.0,49.0,156.0,40.0,56.0,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIHYPERTENSIVE COMBINATIONS',b'MISCELLANEOUS ANTIHYPERTENSIVE COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'CALCIUM CHANNEL BLOCKING AGENTS',b'',b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN II INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1394,b'd07670',b'ALCAFTADINE OPHTHALMIC',1.0,133.0,147.0,267.0,,,,,,,,,,133.0,147.0,267.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1395,b'd07684',b'ROFLUMILAST',1.0,122.0,435.0,,,,,,,,,,,122.0,435.0,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'SELECTIVE PHOSPHODIESTERASE-4 INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'SELECTIVE PHOSPHODIESTERASE-4 INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1396,b'd07686',b'CARBOXYMETHYLCELLULOSE; SODIUM HYALURONATE',2.0,133.0,136.0,140.0,,,,,,,,,,105.0,284.0,,133.0,136.0,140.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'MISCELLANEOUS TOPICAL AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'MISCELLANEOUS AGENTS',b'VISCOSUPPLEMENTATION AGENTS',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'MISCELLANEOUS TOPICAL AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1397,b'd07692',b'FINGOLIMOD',1.0,254.0,104.0,444.0,,,,,,,,,,254.0,104.0,444.0,,,,,,,,,,,,,,,,b'IMMUNOLOGIC AGENTS',b'IMMUNOSUPPRESSIVE AGENTS',b'SELECTIVE IMMUNOSUPPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'IMMUNOLOGIC AGENTS',b'IMMUNOSUPPRESSIVE AGENTS',b'SELECTIVE IMMUNOSUPPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1398,b'd07697',b'DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE',2.0,97.0,101.0,102.0,,,,,,,,,,97.0,101.0,183.0,97.0,101.0,185.0,115.0,119.0,,,,,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'CONTRACEPTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'ESTROGENS',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'PROGESTINS',b'NUTRITIONAL PRODUCTS',b'VITAMINS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1399,b'd07705',b'LURASIDONE',1.0,242.0,251.0,341.0,,,,,,,,,,242.0,251.0,341.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'ATYPICAL ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'ATYPICAL ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
1400,b'd07707',b'DEXTROMETHORPHAN; QUINIDINE',2.0,57.0,80.0,,,,,,,,,,,40.0,46.0,385.0,122.0,124.0,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANTIARRHYTHMIC AGENTS',b'GROUP I ANTIARRHYTHMICS',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
